,Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
74580,36,Completed,0.10031,0.0795,AA,Other,NY,Professional,Full-time,"$50,000-74,999",5666.666667,3500,2009-09-09,109.6,2009
74581,36,Completed,0.30532,0.2699,D,Debt Consolidation,MO,Computer Programmer,Employed,"$50,000-74,999",4864.166667,3400,2011-07-07,138.79,2011
74582,36,Completed,0.08577,0.0724,AA,Debt Consolidation,GA,Doctor,Full-time,"$100,000+",18750.0,8000,2012-08-20,247.9,2012
74583,36,Completed,0.23438,0.197,C,Other,CA,Other,Employed,"$50,000-74,999",6000.0,2000,2014-01-22,74.02,2014
74592,36,non-remittance,0.35643,0.3199,HR,Business,CO,Engineer - Mechanical,Self-employed,"$100,000+",12083.333333,4000,2011-10-28,174.2,2011
74606,36,Completed,0.3745,0.3334,HR,Debt Consolidation,WA,Other,Full-time,"$25,000-49,999",2500.0,1000,2009-12-03,44.3,2009
74612,36,Completed,0.24974,0.227,C,Debt Consolidation,IL,Engineer - Mechanical,Full-time,"$75,000-99,999",7916.666667,5000,2010-01-29,192.77,2010
74617,36,Completed,0.33636,0.3124,D,Debt Consolidation,TX,Teacher,Full-time,"$50,000-74,999",4166.666667,9000,2009-12-31,388.2,2009
74623,36,Completed,0.29588,0.2725,D,Debt Consolidation,IN,Food Service Management,Full-time,"$25,000-49,999",2916.666667,6000,2010-03-16,233.33,2010
74624,36,Completed,0.17018,0.1485,B,Debt Consolidation,NC,Teacher,Full-time,"$50,000-74,999",4566.666667,13000,2010-02-22,449.69,2010
74632,36,Completed,0.35797,0.3177,HR,Debt Consolidation,AZ,Other,Employed,"$25,000-49,999",2666.666667,4000,2012-03-16,173.71,2012
74638,36,non-remittance,0.38058,0.3435,E,Other,PA,Executive,Employed,"$100,000+",15833.333333,5500,2010-09-28,246.78,2010
74639,36,Completed,0.25424,0.2199,D,Home Improvement,GA,Professional,Employed,"$50,000-74,999",4666.666667,7500,2011-04-14,286.39,2011
74640,36,non-remittance,0.22135,0.199,C,Debt Consolidation,FL,Other,Full-time,"$1-24,999",1666.666667,2000,2010-04-21,74.23,2010
74647,36,Completed,0.35797,0.3177,HR,Debt Consolidation,TX,Teacher,Employed,"$25,000-49,999",3916.666667,4000,2012-07-25,173.71,2012
74652,36,non-remittance,0.35643,0.3199,E,Home Improvement,AR,Other,Other,"$1-24,999",1092.083333,5000,2011-10-18,217.74,2011
74654,36,Completed,0.32075,0.285,D,Debt Consolidation,TX,Postal Service,Employed,"$25,000-49,999",3750.0,5000,2010-11-23,208.17,2010
74655,36,Completed,0.35356,0.3134,HR,Debt Consolidation,MI,Retail Management,Employed,"$25,000-49,999",2333.333333,4000,2013-03-06,172.76,2013
74662,36,Completed,0.35797,0.3177,HR,Wedding Loans,NY,Executive,Employed,"$50,000-74,999",5041.666667,4000,2012-02-14,173.71,2012
74666,36,Completed,0.33393,0.31,D,Home Improvement,IL,Other,Full-time,"$75,000-99,999",7083.333333,5000,2009-12-16,215.01,2009
74670,36,non-remittance,0.29486,0.2561,D,Other,CA,Food Service,Employed,"$1-24,999",1615.25,4000,2011-12-14,160.33,2011
74675,12,Completed,0.15077,0.0929,A,Other,NY,Analyst,Employed,"$25,000-49,999",4120.0,5000,2011-09-26,437.93,2011
74685,36,Completed,0.26681,0.2287,D,Debt Consolidation,NY,Postal Service,Employed,"$50,000-74,999",5250.0,15000,2012-06-13,579.63,2012
74688,36,non-remittance,0.35132,0.3149,E,Debt Consolidation,MS,Other,Not employed,Not employed,0.0,7500,2011-10-25,324.54,2011
74689,60,non-remittance,0.28704,0.261,D,Home Improvement,MA,Other,Employed,"$50,000-74,999",4583.333333,15000,2012-06-20,450.0,2012
74691,36,Completed,0.2706,0.2324,D,Debt Consolidation,MA,Professional,Employed,"$75,000-99,999",8250.0,2500,2012-08-28,97.09,2012
74692,36,Completed,0.29265,0.2575,D,Business,MA,Other,Full-time,"$75,000-99,999",6250.0,7500,2010-09-21,291.13,2010
74715,36,non-remittance,0.35643,0.3199,E,Business,MI,Medical Technician,Employed,"$25,000-49,999",3333.333333,2000,2011-08-12,87.1,2011
74720,36,Completed,0.29254,0.2574,D,Auto,AL,Teacher,Full-time,"$50,000-74,999",4666.666667,8000,2011-10-18,321.22,2011
74722,36,Completed,0.08381,0.0804,AA,Debt Consolidation,CA,Professional,Employed,"$75,000-99,999",6666.666667,3000,2012-01-09,94.06,2012
74723,36,Completed,0.26681,0.2287,D,Debt Consolidation,IL,Truck Driver,Full-time,"$50,000-74,999",4583.333333,8000,2012-03-29,309.14,2012
74724,36,non-remittance,0.27285,0.2346,D,Home Improvement,FL,Investor,Self-employed,"$100,000+",11433.333333,15000,2012-11-28,584.25,2012
74728,36,Completed,0.13068,0.1095,A,Debt Consolidation,MA,Computer Programmer,Employed,"$100,000+",12008.833333,6500,2010-11-05,212.65,2010
74733,36,Completed,0.13413,0.1129,A,Home Improvement,RI,Executive,Employed,"$100,000+",18750.0,24500,2011-09-22,805.47,2011
74739,36,Completed,0.35797,0.3177,HR,Household Expenses,FL,Professional,Employed,"$50,000-74,999",5333.333333,2000,2012-02-13,86.85,2012
74749,36,non-remittance,0.26292,0.24,D,Debt Consolidation,LA,Teacher,Full-time,"$50,000-74,999",4333.333333,5000,2010-01-29,196.16,2010
74760,60,Completed,0.23318,0.2085,B,Debt Consolidation,DC,Other,Employed,"$25,000-49,999",3033.333333,15000,2012-06-25,404.54,2012
74768,36,non-remittance,0.24758,0.2099,C,Household Expenses,GA,Sales - Retail,Self-employed,"$25,000-49,999",2083.333333,13000,2012-09-26,489.71,2012
74772,36,Completed,0.17018,0.1485,B,Debt Consolidation,NY,Accountant/CPA,Full-time,"$50,000-74,999",5000.0,10500,2010-06-21,363.22,2010
74778,36,Completed,0.11296,0.092,A,Auto,MD,Other,Full-time,"$25,000-49,999",2916.666667,3000,2010-05-19,95.68,2010
74779,36,non-remittance,0.33665,0.2969,E,Household Expenses,OH,Medical Technician,Employed,"$25,000-49,999",3750.0,3000,2012-07-26,126.85,2012
74784,36,Completed,0.2951,0.2599,D,Debt Consolidation,TN,Clerical,Employed,"$25,000-49,999",3333.333333,2000,2011-10-20,80.57,2011
74787,36,Completed,0.35643,0.3199,E,Business,CA,Other,Self-employed,"$1-24,999",641.666667,2000,2011-01-25,87.1,2011
74788,36,Completed,0.26528,0.2272,D,Debt Consolidation,CA,Clerical,Employed,"$25,000-49,999",3166.666667,6000,2013-07-29,231.38,2013
74796,12,Completed,0.31368,0.2343,E,Debt Consolidation,KS,Other,Employed,"$1-24,999",1973.583333,2000,2012-04-19,188.57,2012
74800,36,Completed,0.38058,0.3435,E,Business,CA,Other,Not employed,Not employed,0.0,2900,2010-11-23,130.12,2010
74818,36,Completed,0.26681,0.2287,D,Motorcycle,WA,Computer Programmer,Employed,"$50,000-74,999",4166.666667,5000,2012-03-28,193.21,2012
74823,36,Completed,0.25424,0.2199,D,Debt Consolidation,NC,Teacher,Full-time,"$50,000-74,999",5166.666667,7500,2011-04-06,286.39,2011
74826,36,non-remittance,0.35285,0.3127,HR,Debt Consolidation,VA,Other,Self-employed,"$25,000-49,999",3416.666667,4000,2011-12-23,172.6,2011
74830,36,Completed,0.11499,0.094,A,Debt Consolidation,MN,Computer Programmer,Full-time,"$50,000-74,999",4416.666667,5000,2009-08-18,159.93,2009
74834,12,Completed,0.24148,0.1434,C,Vacation,WA,Other,Employed,"$50,000-74,999",4500.0,2000,2012-02-28,179.89,2012
74836,36,non-remittance,0.2951,0.2599,D,Business,MD,Other,Employed,"$25,000-49,999",4000.0,7500,2011-03-16,302.14,2011
74838,36,Completed,0.32538,0.2859,E,Debt Consolidation,OR,Other,Employed,"$25,000-49,999",3583.333333,4000,2013-07-23,166.73,2013
74840,36,Completed,0.25486,0.2205,C,Debt Consolidation,OK,Fireman,Employed,"$100,000+",8500.0,15000,2011-10-25,573.24,2011
74848,36,Completed,0.11195,0.091,AA,Debt Consolidation,TN,Teacher,Full-time,"$50,000-74,999",4583.333333,3000,2009-08-19,95.54,2009
74856,36,Completed,0.29926,0.26,E,Auto,TN,Tradesman - Electrician,Employed,"$25,000-49,999",2541.25,1500,2010-12-22,60.44,2010
74857,36,Completed,0.18478,0.1559,B,Debt Consolidation,FL,Professional,Employed,"$50,000-74,999",4444.083333,3500,2011-12-14,122.34,2011
74859,36,Completed,0.17018,0.1485,B,Debt Consolidation,WA,Other,Full-time,"$100,000+",12733.333333,10000,2010-05-10,345.92,2010
74863,36,Completed,0.33139,0.3075,HR,Debt Consolidation,CT,Military Enlisted,Full-time,"$50,000-74,999",5250.0,4500,2010-04-15,192.89,2010
74865,36,Completed,0.13524,0.114,A,Debt Consolidation,VA,Professional,Full-time,"$75,000-99,999",7083.333333,10000,2009-10-21,329.28,2009
74875,36,Completed,0.14583,0.1133,A,Auto,AR,Engineer - Electrical,Full-time,"$50,000-74,999",4166.666667,1100,2009-10-07,36.18,2009
74879,36,Completed,0.09333,0.0899,AA,Debt Consolidation,OH,Computer Programmer,Employed,"$100,000+",11333.333333,17000,2011-08-24,540.52,2011
74885,36,Completed,0.35797,0.3177,HR,Debt Consolidation,CT,Clerical,Employed,"$1-24,999",1788.833333,4000,2012-01-26,173.71,2012
74888,36,non-remittance,0.33393,0.31,E,Debt Consolidation,PA,Sales - Retail,Part-time,"$25,000-49,999",2083.333333,2000,2009-10-06,86.0,2009
74889,36,Completed,0.08191,0.0785,AA,Business,SC,Executive,Full-time,"$100,000+",9833.333333,17000,2010-10-15,531.54,2010
74892,36,Completed,0.35858,0.322,E,Other,NY,Nurse (LPN),Employed,"$25,000-49,999",3166.666667,5000,2010-12-16,218.33,2010
74894,60,Completed,0.20593,0.1819,B,Other,VA,Laborer,Employed,"$25,000-49,999",2454.083333,6250,2013-04-17,159.36,2013
74895,36,Completed,0.12528,0.0974,A,Other,NC,Attorney,Employed,"$50,000-74,999",4166.666667,4000,2011-12-23,128.58,2011
74896,36,Completed,0.14132,0.12,A,Other,NC,Other,Full-time,"$25,000-49,999",3333.333333,2900,2009-08-28,96.32,2009
74897,36,Completed,0.37453,0.35,E,Debt Consolidation,MI,Administrative Assistant,Full-time,"$50,000-74,999",4583.333333,3000,2010-07-26,135.71,2010
74899,36,Completed,0.28339,0.2449,D,Household Expenses,OH,Civil Service,Employed,"$25,000-49,999",3041.666667,2000,2012-01-12,78.98,2012
74903,36,Completed,0.35643,0.3199,HR,Other,CA,Postal Service,Employed,"$50,000-74,999",4500.0,3000,2011-03-22,130.65,2011
74904,60,Completed,0.3304,0.3032,E,Debt Consolidation,MI,Other,Employed,"$25,000-49,999",2250.0,4000,2013-05-07,130.2,2013
74906,36,non-remittance,0.35643,0.3199,E,Auto,CA,Clerical,Employed,"$25,000-49,999",3750.0,2000,2011-09-15,87.1,2011
74915,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,LA,Professional,Employed,"$25,000-49,999",3000.0,4000,2012-09-05,173.71,2012
74916,60,Completed,0.3302,0.303,E,Debt Consolidation,OH,Accountant/CPA,Employed,"$25,000-49,999",3500.0,10000,2012-11-07,325.38,2012
74919,36,non-remittance,0.0779,0.0745,AA,Debt Consolidation,AZ,Police Officer/Correction Officer,Full-time,"$25,000-49,999",2542.75,1000,2010-02-12,31.08,2010
74922,36,Completed,0.25424,0.2199,D,Other,TX,Professional,Employed,"$50,000-74,999",4833.333333,5000,2011-03-16,190.93,2011
74927,36,Completed,0.35643,0.3199,E,Home Improvement,TX,Nurse (RN),Employed,"$75,000-99,999",6416.666667,7500,2011-06-20,326.62,2011
74945,36,Completed,0.35643,0.3199,HR,Debt Consolidation,OH,Fireman,Employed,"$75,000-99,999",6666.666667,4000,2011-05-27,174.2,2011
74947,36,Completed,0.124,0.1029,A,Debt Consolidation,MA,Computer Programmer,Employed,"$100,000+",12008.833333,12000,2011-05-27,388.84,2011
74965,36,Completed,0.15134,0.1299,B,Debt Consolidation,IL,Analyst,Employed,"$25,000-49,999",3750.0,5000,2011-02-11,168.45,2011
74970,36,non-remittance,0.35132,0.3149,E,Debt Consolidation,VT,Professional,Employed,"$25,000-49,999",2750.0,6500,2011-11-17,281.27,2011
74977,36,Completed,0.24246,0.2049,C,Household Expenses,OR,Other,Employed,"$50,000-74,999",5666.666667,3200,2012-03-09,119.72,2012
74979,36,Completed,0.10846,0.105,AA,Other,TX,Computer Programmer,Full-time,"$100,000+",15416.666667,8000,2010-01-27,260.02,2010
74991,12,Completed,0.20857,0.1499,B,Other,IL,Sales - Retail,Employed,"$25,000-49,999",2458.333333,2000,2011-05-26,180.51,2011
74997,36,Completed,0.25424,0.2199,D,Other,WA,Professional,Employed,"$75,000-99,999",7333.333333,8000,2011-05-09,305.48,2011
75001,60,Completed,0.27246,0.2468,C,Other,MI,Other,Not employed,Not employed,0.0,5000,2012-01-12,145.82,2012
75006,60,Completed,0.18915,0.1749,B,Debt Consolidation,TX,Realtor,Employed,"$25,000-49,999",3333.333333,15000,2011-02-22,376.75,2011
75012,36,Completed,0.13504,0.1138,A,Debt Consolidation,CO,Executive,Full-time,"$50,000-74,999",4166.666667,16000,2010-03-18,526.7,2010
75016,60,Completed,0.21156,0.1874,C,Large Purchases,FL,Other,Employed,"$25,000-49,999",3333.333333,8000,2013-03-27,206.38,2013
75020,36,Completed,0.35797,0.3177,HR,Business,FL,Attorney,Self-employed,"$75,000-99,999",6875.0,4000,2012-10-30,173.71,2012
75023,60,Completed,0.23477,0.2151,B,Business,CO,Other,Employed,"$25,000-49,999",2200.0,10000,2011-12-30,273.41,2011
75025,36,non-remittance,0.35797,0.3177,HR,Business,MD,Professional,Employed,"$50,000-74,999",5000.0,4000,2012-07-09,173.71,2012
75027,36,Completed,0.08381,0.0804,AA,Large Purchases,TN,Professional,Employed,"$100,000+",12500.0,25000,2011-12-29,783.87,2011
75029,36,Completed,0.06828,0.0649,AA,Debt Consolidation,OH,Other,Employed,"$25,000-49,999",3750.0,5000,2012-01-11,153.22,2012
75033,36,Completed,0.16157,0.14,B,Other,AZ,Engineer - Mechanical,Full-time,"$50,000-74,999",6166.666667,7000,2010-01-27,239.24,2010
75040,36,non-remittance,0.19645,0.1599,B,Debt Consolidation,KY,Other,Employed,"$1-24,999",2041.666667,6000,2012-08-08,210.91,2012
75045,36,Completed,0.32649,0.3,D,Other,GA,Other,Full-time,"$1-24,999",1300.0,1500,2009-10-27,63.68,2009
75059,60,Completed,0.25625,0.231,D,Debt Consolidation,MD,Tradesman - Mechanic,Employed,"$50,000-74,999",5166.666667,15000,2013-09-19,423.72,2013
75060,36,Completed,0.202,0.1799,B,Business,FL,Teacher,Employed,"$25,000-49,999",3125.0,13500,2011-11-17,487.99,2011
75064,36,Completed,0.10375,0.0829,A,Business,GA,Doctor,Full-time,"$100,000+",18750.0,6000,2011-03-30,188.82,2011
75069,36,non-remittance,0.35797,0.3177,HR,Other,GA,Other,Employed,"$1-24,999",1222.0,2000,2012-07-17,86.85,2012
75071,36,Completed,0.28777,0.2645,D,Debt Consolidation,CO,Psychologist,Full-time,"$25,000-49,999",3916.666667,6000,2009-11-13,243.18,2009
75079,36,Completed,0.25259,0.2148,C,Home Improvement,NJ,Executive,Employed,"$75,000-99,999",7916.666667,4000,2012-06-04,151.69,2012
75085,36,Completed,0.2399,0.2024,C,Debt Consolidation,IL,Professional,Employed,"$100,000+",10458.333333,13000,2012-01-18,484.72,2012
75086,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,VA,Pharmacist,Employed,"$100,000+",9166.666667,4000,2012-02-22,173.71,2012
75089,12,Completed,0.13706,0.0609,A,Debt Consolidation,NY,Police Officer/Correction Officer,Full-time,"$100,000+",11666.666667,3475,2012-02-22,299.22,2012
75090,36,Completed,0.2951,0.2599,D,Debt Consolidation,FL,Skilled Labor,Employed,"$1-24,999",333.333333,4500,2011-02-28,181.28,2011
75092,36,non-remittance,0.35285,0.3127,HR,Other,WI,Professional,Employed,"$50,000-74,999",5250.0,4000,2011-12-30,172.6,2011
75099,36,Completed,0.28777,0.2645,D,Other,AZ,Postal Service,Full-time,"$50,000-74,999",4500.0,2800,2009-11-03,113.49,2009
75100,36,Completed,0.18173,0.1599,B,Debt Consolidation,CT,Analyst,Employed,"$75,000-99,999",7725.0,5000,2011-06-14,175.76,2011
75101,36,non-remittance,0.26528,0.2272,D,Debt Consolidation,NC,Nurse (RN),Employed,"$25,000-49,999",3466.666667,10000,2012-12-11,385.64,2012
75104,36,non-remittance,0.22872,0.1949,C,Debt Consolidation,TN,Skilled Labor,Employed,"$25,000-49,999",2166.666667,4000,2011-04-12,147.62,2011
75108,36,Completed,0.26528,0.2272,D,Debt Consolidation,CA,Waiter/Waitress,Employed,"$50,000-74,999",4583.333333,4000,2013-04-10,154.26,2013
75109,36,Completed,0.35643,0.3199,HR,Other,MN,Other,Self-employed,"$50,000-74,999",4166.666667,4000,2011-05-02,174.2,2011
75111,36,Completed,0.22712,0.1899,C,Debt Consolidation,WA,Retail Management,Employed,"$25,000-49,999",3166.666667,2500,2013-06-26,91.63,2013
75114,12,Completed,0.06799,0.0586,AA,Debt Consolidation,FL,Analyst,Employed,"$50,000-74,999",4366.666667,13000,2012-10-03,0.0,2012
75117,60,non-remittance,0.31375,0.287,D,Household Expenses,NY,Other,Employed,"$50,000-74,999",4583.333333,15000,2012-07-05,473.39,2012
75118,12,Completed,0.22709,0.1493,C,Wedding Loans,GA,Civil Service,Employed,"$50,000-74,999",6166.666667,2000,2012-11-05,0.0,2012
75135,36,Completed,0.15324,0.1249,A,Other,CA,Investor,Self-employed,"$100,000+",16666.666667,2000,2013-05-22,66.9,2013
75143,36,non-remittance,0.35797,0.3177,HR,Other,MD,Other,Not employed,Not employed,0.0,2000,2012-04-04,86.85,2012
75146,36,Completed,0.33665,0.2969,E,Debt Consolidation,SC,Professional,Employed,"$75,000-99,999",6750.0,4000,2012-09-14,169.13,2012
75147,36,non-remittance,0.34887,0.3125,HR,Debt Consolidation,CA,Professional,Employed,"$50,000-74,999",4666.666667,4000,2011-07-20,172.56,2011
75152,36,Completed,0.34577,0.3058,E,Debt Consolidation,NY,Medical Technician,Employed,"$25,000-49,999",3750.0,4000,2012-01-11,171.08,2012
75153,36,non-remittance,0.35643,0.3199,E,Debt Consolidation,TX,Other,Employed,"$25,000-49,999",2500.0,3500,2011-04-29,152.42,2011
75159,36,Completed,0.20564,0.1764,B,Debt Consolidation,NY,Computer Programmer,Employed,"$100,000+",8333.333333,15000,2011-11-30,539.58,2011
75168,36,Completed,0.35285,0.3127,HR,Business,AR,Accountant/CPA,Self-employed,"$25,000-49,999",2500.0,4000,2011-12-23,172.6,2011
75169,36,Completed,0.3505,0.31,E,Debt Consolidation,TX,Teacher's Aide,Full-time,"$1-24,999",1600.0,1000,2009-12-21,43.0,2009
75171,36,non-remittance,0.34621,0.3099,E,Other,IL,Other,Employed,"$100,000+",8862.0,2500,2011-09-09,107.49,2011
75192,36,Completed,0.35797,0.3177,HR,Debt Consolidation,CA,Retail Management,Employed,"$1-24,999",2041.666667,4000,2012-02-07,173.71,2012
75199,36,Completed,0.2951,0.2599,D,Other,OK,Other,Employed,"$1-24,999",1400.0,6000,2011-05-27,241.71,2011
75200,36,Completed,0.35643,0.3199,E,Home Improvement,AK,Other,Other,"$25,000-49,999",3583.333333,6000,2011-03-31,261.29,2011
75204,36,Completed,0.15033,0.1289,B,Debt Consolidation,KY,Analyst,Employed,"$25,000-49,999",3975.0,3000,2010-10-12,100.92,2010
75205,36,Completed,0.29265,0.2575,D,Business,NJ,Executive,Full-time,"$100,000+",16666.666667,2600,2010-11-09,88.82,2010
75206,60,non-remittance,0.35838,0.3304,E,Other,AL,Other,Employed,"$1-24,999",1600.0,2000,2012-05-18,68.49,2012
75211,36,non-remittance,0.34621,0.3099,E,Home Improvement,KS,Administrative Assistant,Full-time,"$25,000-49,999",2833.333333,5000,2011-06-27,214.98,2011
75215,36,Completed,0.27467,0.2399,D,Auto,GA,Executive,Full-time,"$100,000+",10250.0,5000,2011-08-24,196.14,2011
75225,36,Completed,0.12528,0.0974,A,Debt Consolidation,PA,Other,Employed,"$75,000-99,999",6250.0,14000,2013-06-12,450.03,2013
75227,36,Completed,0.31308,0.2775,D,Debt Consolidation,MO,Other,Employed,"$75,000-99,999",6258.333333,7500,2011-01-21,309.21,2011
75228,36,Completed,0.25781,0.2199,D,Cosmetic Procedure,CA,Waiter/Waitress,Employed,"$1-24,999",1250.0,6000,2012-08-24,229.11,2012
75229,60,Completed,0.27462,0.2489,C,Debt Consolidation,MI,Clerical,Employed,"$25,000-49,999",2125.0,7000,2012-05-08,205.01,2012
75247,12,Completed,0.23717,0.1592,C,Debt Consolidation,TX,Food Service,Self-employed,"$100,000+",8333.333333,4000,2013-01-23,362.77,2013
75248,36,Completed,0.22135,0.199,C,Debt Consolidation,OK,Other,Full-time,"$75,000-99,999",6666.666667,2800,2010-07-08,103.92,2010
75252,36,Completed,0.33553,0.2958,E,Debt Consolidation,MN,Laborer,Employed,"$25,000-49,999",3166.666667,4000,2012-03-12,168.89,2012
75255,36,Completed,0.35643,0.3199,HR,Business,CO,Tradesman - Carpenter,Self-employed,"$25,000-49,999",3333.333333,4000,2011-09-14,174.2,2011
75269,36,Completed,0.30542,0.27,D,Debt Consolidation,NY,Professional,Employed,"$75,000-99,999",8083.333333,3000,2010-08-30,122.48,2010
75273,36,Completed,0.24246,0.2049,C,Debt Consolidation,WI,Food Service Management,Employed,"$75,000-99,999",7166.666667,13000,2012-03-12,486.38,2012
75286,36,Completed,0.38058,0.3435,E,Home Improvement,TX,Sales - Retail,Full-time,"$1-24,999",2000.0,3000,2010-09-22,134.61,2010
75291,36,Completed,0.29486,0.2561,D,Debt Consolidation,KY,Skilled Labor,Employed,"$25,000-49,999",3333.333333,10000,2011-12-01,400.83,2011
75302,36,Completed,0.28728,0.2487,D,Debt Consolidation,NV,Other,Employed,"$100,000+",9166.666667,10000,2011-12-30,396.91,2011
75307,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,CA,Sales - Commission,Employed,"$25,000-49,999",2916.666667,4000,2012-02-07,173.71,2012
75309,36,Completed,0.0784,0.075,AA,Other,MN,Professional,Self-employed,"$100,000+",10000.0,1000,2009-10-30,31.11,2009
