Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
36,Completed,0.33973,0.2999,E,Debt Consolidation,FL,Professional,Full-time,"$75,000-99,999",7715.666667,2000,2012-03-02,84.89,2012
60,Completed,0.25564,0.2304,D,Debt Consolidation,WI,Skilled Labor,Employed,"$25,000-49,999",2750.0,10000,2013-12-17,282.13,2013
36,Completed,0.10846,0.105,AA,Business,MI,Computer Programmer,Full-time,"$25,000-49,999",3083.333333,9400,2009-11-13,305.52,2009
36,Completed,0.36461,0.3375,HR,Other,TX,Professional,Full-time,"$100,000+",8958.333333,1500,2010-07-02,66.8,2010
12,Completed,0.18192,0.1246,B,Home Improvement,WA,Other,Employed,"$50,000-74,999",5250.0,2000,2012-10-11,0.0,2012
12,Completed,0.1305,0.0729,A,Other,NY,Professional,Full-time,"$75,000-99,999",7083.333333,3000,2011-02-23,259.98,2011
36,Completed,0.16653,0.1449,B,Debt Consolidation,CA,Analyst,Employed,"$25,000-49,999",3750.0,15000,2011-03-09,516.24,2011
36,non-remittance,0.34275,0.316,E,Other,NE,Food Service,Full-time,"$1-24,999",1166.666667,1500,2010-05-19,65.0,2010
36,Completed,0.12782,0.0999,A,Debt Consolidation,IL,Other,Employed,"$100,000+",10416.666667,15000,2012-02-07,483.94,2012
36,non-remittance,0.35797,0.3177,HR,Other,AK,Other,Employed,"$100,000+",10000.0,4000,2012-06-26,173.71,2012
36,Completed,0.35643,0.3199,E,Debt Consolidation,NC,Administrative Assistant,Employed,"$25,000-49,999",3058.333333,6500,2011-08-31,283.07,2011
36,Completed,0.30532,0.2699,D,Debt Consolidation,NY,Teacher,Employed,"$50,000-74,999",5333.333333,10000,2011-08-22,408.2,2011
36,Completed,0.11296,0.092,A,Business,GA,Food Service,Full-time,"$50,000-74,999",5833.333333,5000,2010-07-13,159.46,2010
36,Completed,0.38569,0.3485,HR,Auto,TX,Administrative Assistant,Employed,"$25,000-49,999",3250.0,3000,2010-11-05,135.45,2010
36,Completed,0.17359,0.1449,B,Vacation,SC,Professional,Employed,"$75,000-99,999",7083.333333,3200,2012-03-07,110.13,2012
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,PA,Other,Employed,"$1-24,999",1333.333333,4000,2012-03-06,173.71,2012
36,Completed,0.34621,0.3099,E,Debt Consolidation,IL,Social Worker,Employed,"$50,000-74,999",5416.666667,7000,2011-07-28,300.97,2011
36,Completed,0.15144,0.13,B,Debt Consolidation,VA,Analyst,Full-time,"$50,000-74,999",5550.0,8000,2009-08-04,269.55,2009
36,Completed,0.15833,0.1299,A,Debt Consolidation,CO,Other,Employed,"$50,000-74,999",5373.333333,7000,2013-01-29,235.82,2013
12,Completed,0.31134,0.232,E,Debt Consolidation,CA,Computer Programmer,Employed,"$100,000+",12500.0,4000,2013-02-06,376.69,2013
60,Completed,0.31848,0.2916,E,Debt Consolidation,NV,Sales - Retail,Employed,"$25,000-49,999",3760.416667,4000,2013-04-30,127.36,2013
36,Completed,0.21605,0.185,C,Auto,MI,Accountant/CPA,Full-time,"$25,000-49,999",3416.666667,1200,2009-12-31,43.68,2009
36,non-remittance,0.35797,0.3177,HR,Other,IL,Other,Employed,"$50,000-74,999",4583.333333,4000,2012-09-26,173.71,2012
36,Completed,0.22742,0.1902,C,Auto,WA,Computer Programmer,Employed,"$75,000-99,999",7166.666667,3000,2012-07-11,110.0,2012
36,Completed,0.29254,0.2574,D,Other,NE,Teacher,Employed,"$25,000-49,999",3500.0,4000,2011-11-10,160.61,2011
36,Completed,0.29213,0.2688,E,Student Use,IL,Analyst,Full-time,"$25,000-49,999",3666.666667,2465,2010-04-21,100.48,2010
12,Completed,0.35843,0.2669,E,Debt Consolidation,CT,Sales - Commission,Self-employed,"$100,000+",12083.333333,7500,2011-06-21,719.0,2011
36,Completed,0.06327,0.0599,AA,Business,VA,Clerical,Employed,"$50,000-74,999",4333.333333,2000,2011-03-07,60.83,2011
36,Completed,0.25424,0.2199,D,Debt Consolidation,MI,Other,Full-time,"$25,000-49,999",3500.0,9000,2011-05-17,343.67,2011
36,Completed,0.10375,0.0829,A,Business,SC,Administrative Assistant,Employed,"$25,000-49,999",2783.333333,6000,2011-05-24,188.82,2011
36,non-remittance,0.22872,0.1949,C,Debt Consolidation,IL,Other,Employed,"$100,000+",9583.333333,14000,2011-04-08,516.66,2011
36,Completed,0.07439,0.071,AA,Other,NY,Other,Full-time,"$75,000-99,999",6666.666667,1500,2010-07-30,46.38,2010
36,non-remittance,0.30532,0.2699,D,Debt Consolidation,WI,Other,Employed,"$50,000-74,999",6000.0,2500,2011-08-18,102.05,2011
60,Completed,0.23318,0.2085,B,Household Expenses,NY,Teacher,Employed,"$25,000-49,999",3750.0,7000,2012-06-05,188.78,2012
36,Completed,0.14353,0.14,AA,Debt Consolidation,GA,Attorney,Full-time,"$50,000-74,999",4166.666667,5000,2009-12-30,170.89,2009
36,Completed,0.31053,0.275,D,Other,CA,Pilot - Private/Commercial,Employed,"$100,000+",9333.333333,5000,2010-10-15,205.47,2010
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,MO,Other,Other,"$1-24,999",490.0,2000,2012-08-14,86.85,2012
36,Completed,0.35244,0.316,E,Other,FL,Analyst,Employed,"$100,000+",9583.333333,7500,2011-11-10,324.99,2011
36,Completed,0.21342,0.1799,C,Home Improvement,CA,Nurse (LPN),Full-time,"$1-24,999",583.333333,2000,2011-01-25,72.29,2011
36,Completed,0.07539,0.072,AA,Auto,IN,Accountant/CPA,Full-time,"$50,000-74,999",4750.0,3000,2009-10-30,92.91,2009
60,Completed,0.30697,0.2804,D,Debt Consolidation,KY,Other,Employed,"$25,000-49,999",2500.0,10000,2012-09-19,311.6,2012
36,Completed,0.35088,0.3267,HR,Other,MN,Analyst,Full-time,"$75,000-99,999",6583.333333,2000,2010-03-30,87.85,2010
36,Completed,0.3136,0.274,D,Auto,CA,Student - Community College,Part-time,"$1-24,999",1051.25,1000,2010-01-05,41.04,2010
36,Completed,0.11296,0.092,A,Debt Consolidation,VA,Computer Programmer,Full-time,"$50,000-74,999",5000.0,6500,2010-04-07,207.3,2010
36,Completed,0.35132,0.3149,E,Other,CA,Other,Employed,"$25,000-49,999",2560.0,2500,2011-10-24,108.18,2011
36,Completed,0.31363,0.29,D,Other,CA,Other,Self-employed,"$50,000-74,999",5000.0,2000,2010-01-15,83.81,2010
36,Completed,0.35797,0.3177,HR,Business,TX,Computer Programmer,Employed,"$50,000-74,999",4783.333333,4000,2012-02-27,173.71,2012
36,Completed,0.28574,0.2625,D,Debt Consolidation,IN,Social Worker,Full-time,"$50,000-74,999",4166.666667,3500,2010-06-24,141.48,2010
36,Completed,0.35643,0.3199,E,Debt Consolidation,AZ,Accountant/CPA,Employed,"$50,000-74,999",4166.666667,2000,2011-09-19,87.1,2011
36,Completed,0.27285,0.2346,D,Other,SC,Professional,Self-employed,"$25,000-49,999",2916.666667,4000,2013-04-10,155.8,2013
36,Completed,0.19236,0.1559,B,Taxes,FL,Professor,Employed,"$50,000-74,999",5000.0,10000,2013-08-08,349.55,2013
36,Completed,0.2129,0.176,C,Debt Consolidation,UT,Professional,Employed,"$25,000-49,999",3579.333333,4850,2013-11-07,174.37,2013
36,Completed,0.18807,0.1637,E,Student Use,MI,Administrative Assistant,Full-time,"$25,000-49,999",4083.333333,1500,2009-08-28,53.01,2009
60,Completed,0.10367,0.0819,AA,Business,GA,Other,Employed,"$25,000-49,999",2833.333333,15000,2013-04-12,305.51,2013
36,Completed,0.34731,0.3073,E,Household Expenses,GA,Professional,Employed,"$50,000-74,999",4441.666667,4000,2012-01-06,171.41,2012
36,Completed,0.28646,0.2475,D,Other,WI,Professional,Full-time,"$25,000-49,999",3000.666667,1500,2010-08-11,59.44,2010
60,Completed,0.1176,0.1154,AA,Other,HI,Landscaping,Employed,"$75,000-99,999",6500.0,10000,2011-10-31,220.13,2011
36,Completed,0.11296,0.092,A,Auto,MS,Other,Full-time,"$50,000-74,999",5416.666667,2000,2010-06-14,0.0,2010
36,Completed,0.21434,0.1774,C,Other,NV,Police Officer/Correction Officer,Employed,"$75,000-99,999",8000.0,2300,2012-12-14,82.85,2012
36,Completed,0.17359,0.1449,B,Debt Consolidation,TX,Civil Service,Employed,"$100,000+",8416.666667,4000,2012-03-06,137.66,2012
36,Completed,0.13068,0.1095,A,Home Improvement,TX,Clerical,Employed,"$25,000-49,999",2083.333333,7500,2010-12-29,245.36,2010
36,Completed,0.39153,0.35,E,Other,OH,Sales - Retail,Full-time,"$1-24,999",1583.333333,1000,2010-02-11,0.0,2010
36,Completed,0.19956,0.1775,B,Debt Consolidation,NJ,Executive,Full-time,"$100,000+",24583.333333,5000,2009-10-27,180.14,2009
36,Completed,0.28574,0.2625,D,Student Use,HI,Student - College Graduate Student,Part-time,"$1-24,999",1666.666667,4000,2010-06-07,161.7,2010
36,non-remittance,0.29394,0.2552,D,Other,IN,Administrative Assistant,Employed,"$1-24,999",1833.333333,3000,2012-01-23,120.11,2012
36,non-remittance,0.35643,0.3199,E,Other,AR,Social Worker,Employed,"$25,000-49,999",2333.333333,5000,2011-08-31,217.74,2011
12,Completed,0.25214,0.1739,D,Business,CO,Other,Employed,"$100,000+",9583.333333,15000,2012-08-23,1370.85,2012
36,Completed,0.37453,0.35,HR,Debt Consolidation,IL,Other,Full-time,"$50,000-74,999",5166.666667,3000,2009-12-29,135.71,2009
36,Completed,0.06437,0.061,AA,Other,NY,Police Officer/Correction Officer,Full-time,"$50,000-74,999",4916.666667,3000,2010-01-21,91.4,2010
60,Completed,0.35097,0.3232,E,Debt Consolidation,NY,Analyst,Self-employed,"$100,000+",9166.666667,4000,2012-12-12,135.17,2012
36,non-remittance,0.35797,0.3177,HR,Home Improvement,CA,Truck Driver,Employed,"$25,000-49,999",3583.333333,4000,2012-04-17,173.71,2012
36,Completed,0.11296,0.092,A,Home Improvement,GA,Civil Service,Full-time,"$50,000-74,999",6191.416667,6000,2010-06-24,191.36,2010
36,Completed,0.32538,0.2859,E,Debt Consolidation,WI,Other,Employed,"$75,000-99,999",7500.0,4000,2013-05-03,166.73,2013
36,Completed,0.21025,0.1734,C,Debt Consolidation,CA,Other,Other,"$25,000-49,999",3250.0,5000,2013-04-09,179.11,2013
36,Completed,0.13504,0.1138,A,Auto,FL,Sales - Retail,Part-time,"$1-24,999",666.666667,2000,2009-09-11,65.84,2009
36,Completed,0.17069,0.149,B,Other,WI,Skilled Labor,Employed,"$50,000-74,999",6083.333333,3500,2010-12-28,121.16,2010
60,Completed,0.24682,0.2218,C,Debt Consolidation,PA,Administrative Assistant,Employed,"$25,000-49,999",2208.333333,6000,2012-09-17,166.33,2012
36,non-remittance,0.35643,0.3199,HR,Other,FL,Other,Employed,"$50,000-74,999",5916.666667,3100,2011-06-14,135.01,2011
36,Completed,0.38058,0.3435,E,Debt Consolidation,NY,Skilled Labor,Full-time,"$25,000-49,999",2731.5,4000,2010-09-03,0.0,2010
60,Completed,0.13084,0.1085,AA,Motorcycle,IL,Skilled Labor,Employed,"$75,000-99,999",6666.666667,10000,2012-06-11,216.68,2012
36,Completed,0.21434,0.1774,C,Other,FL,Other,Employed,"$25,000-49,999",2666.666667,2000,2013-03-04,72.04,2013
36,non-remittance,0.32538,0.2859,E,Debt Consolidation,FL,Fireman,Employed,"$50,000-74,999",4916.666667,4000,2012-10-19,166.73,2012
36,non-remittance,0.35643,0.3199,HR,Other,CA,Other,Other,"$1-24,999",1240.0,2000,2011-08-02,87.1,2011
36,non-remittance,0.35858,0.322,E,Debt Consolidation,TX,Teacher,Employed,"$25,000-49,999",4125.0,3000,2010-12-31,131.0,2010
36,Completed,0.19645,0.1599,B,Debt Consolidation,GA,Clerical,Employed,"$25,000-49,999",2333.333333,10000,2013-01-07,351.52,2013
36,Completed,0.1717,0.15,C,Debt Consolidation,MI,Engineer - Electrical,Full-time,"$75,000-99,999",7833.333333,2500,2009-12-31,86.66,2009
36,Completed,0.29537,0.2566,D,Medical/Dental,TX,Attorney,Employed,"$100,000+",9583.333333,7500,2013-04-23,300.82,2013
60,Completed,0.29341,0.2672,D,Debt Consolidation,MA,Other,Employed,"$25,000-49,999",2333.333333,4000,2013-06-24,121.47,2013
36,Completed,0.12528,0.0974,A,Business,UT,Professional,Employed,"$25,000-49,999",2426.666667,2000,2013-01-15,64.29,2013
60,non-remittance,0.24702,0.222,C,Home Improvement,AZ,Other,Retired,"$1-24,999",1328.333333,3000,2012-06-21,83.2,2012
36,Completed,0.35797,0.3177,HR,Home Improvement,NH,Retail Management,Employed,"$100,000+",10416.666667,4000,2012-08-23,173.71,2012
36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,TX,Other,Employed,"$1-24,999",1416.666667,2209,2011-04-26,96.19,2011
36,Completed,0.12782,0.0999,A,Other,FL,Military Officer,Employed,"$50,000-74,999",5144.75,5000,2012-02-23,161.31,2012
36,Completed,0.09484,0.0814,AA,Debt Consolidation,WA,Tradesman - Plumber,Employed,"$100,000+",8583.333333,14900,2012-12-07,467.87,2012
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,OH,Other,Employed,"$1-24,999",583.333333,4000,2012-09-13,173.71,2012
36,Completed,0.09643,0.093,AA,Home Improvement,TX,Executive,Full-time,"$100,000+",10833.333333,10000,2010-03-24,319.4,2010
36,Completed,0.202,0.1799,B,Debt Consolidation,MI,Professional,Employed,"$25,000-49,999",3166.666667,11150,2011-09-28,403.04,2011
36,Completed,0.30532,0.2699,D,Auto,MA,Car Dealer,Employed,"$50,000-74,999",4583.333333,3500,2011-02-18,142.87,2011
36,Completed,0.2951,0.2599,D,Other,MD,Administrative Assistant,Employed,"$25,000-49,999",2916.666667,2000,2011-02-23,80.57,2011
36,Completed,0.25375,0.23,HR,Home Improvement,VA,Other,Self-employed,"$25,000-49,999",2701.75,1600,2009-10-27,61.94,2009
36,non-remittance,0.11766,0.0899,A,Wedding Loans,CO,Other,Employed,"$25,000-49,999",2666.666667,9000,2012-01-31,286.16,2012
36,Completed,0.11448,0.0935,A,Debt Consolidation,GA,Military Enlisted,Full-time,"$50,000-74,999",5000.0,14000,2009-12-31,447.48,2009
60,Completed,0.1933,0.179,B,Debt Consolidation,AK,Executive,Employed,"$50,000-74,999",4666.666667,13000,2011-01-05,329.41,2011
36,Completed,0.20642,0.18,C,Home Improvement,MN,Other,Retired,"$25,000-49,999",3500.0,1400,2010-01-20,50.61,2010
60,Completed,0.24856,0.2235,D,Debt Consolidation,KY,Engineer - Electrical,Employed,"$100,000+",8500.0,10000,2014-01-28,278.18,2014
12,Completed,0.35843,0.2669,E,Debt Consolidation,TX,Engineer - Chemical,Employed,"$75,000-99,999",7336.333333,2000,2011-08-08,191.73,2011
12,Completed,0.18829,0.1299,B,Home Improvement,TX,Attorney,Employed,"$100,000+",13333.333333,3600,2011-03-02,321.53,2011
36,Completed,0.26528,0.2272,D,Business,FL,Professor,Employed,"$100,000+",11500.0,4500,2012-12-14,173.54,2012
36,non-remittance,0.29394,0.2552,D,Home Improvement,TX,Food Service,Employed,"$25,000-49,999",2916.666667,10000,2012-01-30,400.35,2012
36,Completed,0.16056,0.139,A,Other,MD,Professional,Employed,"$75,000-99,999",7083.333333,15000,2011-10-27,511.94,2011
36,Completed,0.19546,0.1664,B,Other,MS,Professional,Employed,"$1-24,999",1700.0,2000,2011-12-14,70.95,2011
60,non-remittance,0.35838,0.3304,E,Auto,TN,Administrative Assistant,Employed,"$1-24,999",2000.0,4000,2012-05-18,136.98,2012
36,Completed,0.18837,0.152,B,Debt Consolidation,TX,Computer Programmer,Employed,"$100,000+",11320.666667,15000,2013-09-30,521.45,2013
36,Completed,0.25781,0.2199,D,Debt Consolidation,MI,Analyst,Employed,"$50,000-74,999",4583.333333,12500,2013-03-20,477.32,2013
36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,OH,Sales - Commission,Employed,"$25,000-49,999",2933.333333,4000,2011-10-27,174.2,2011
36,non-remittance,0.35797,0.3177,HR,Medical/Dental,MI,Other,Other,"$25,000-49,999",3666.666667,4000,2012-03-07,173.71,2012
36,Completed,0.26342,0.225,C,Debt Consolidation,CO,Professional,Full-time,"$75,000-99,999",7083.333333,1000,2010-05-03,38.45,2010
36,Completed,0.30532,0.2699,D,Other,CA,Other,Employed,"$25,000-49,999",2083.333333,2800,2011-08-31,114.3,2011
36,Completed,0.26681,0.2287,D,Business,WI,Skilled Labor,Self-employed,"$25,000-49,999",3500.0,2925,2012-02-22,113.03,2012
36,non-remittance,0.35132,0.3149,E,Auto,NY,Other,Other,"$25,000-49,999",2500.0,7500,2011-11-07,324.54,2011
36,non-remittance,0.19546,0.1664,B,Debt Consolidation,FL,Administrative Assistant,Employed,"$25,000-49,999",3000.0,5000,2011-12-09,177.37,2011
60,Completed,0.31375,0.287,D,Debt Consolidation,OR,Other,Employed,"$25,000-49,999",2500.0,5000,2012-03-27,157.8,2012
12,Completed,0.28273,0.1837,D,Debt Consolidation,MI,Other,Employed,"$25,000-49,999",2083.333333,3050,2012-03-14,278.27,2012
36,Completed,0.32576,0.2899,E,Business,CO,Laborer,Employed,"$25,000-49,999",3333.333333,5400,2011-05-24,226.26,2011
36,Completed,0.30532,0.2699,D,Other,MO,Other,Employed,"$50,000-74,999",4666.666667,4000,2011-07-13,163.28,2011
36,Completed,0.30532,0.2699,D,Home Improvement,FL,Other,Employed,"$50,000-74,999",4862.833333,2500,2011-02-16,102.05,2011
36,Completed,0.21699,0.18,C,Household Expenses,KY,Other,Employed,"$50,000-74,999",5000.0,3500,2013-11-08,126.53,2013
36,Completed,0.15803,0.1365,B,Debt Consolidation,IN,Other,Full-time,"$50,000-74,999",4333.333333,2500,2010-08-26,58.96,2010
36,Completed,0.1322,0.111,A,Auto,WI,Professional,Employed,"$25,000-49,999",3666.666667,5500,2011-10-28,180.32,2011
36,Completed,0.35797,0.3177,HR,Debt Consolidation,CT,Executive,Employed,"$100,000+",41666.666667,4000,2012-01-13,173.71,2012
36,Completed,0.35797,0.3177,HR,Business,GA,Professional,Employed,"$25,000-49,999",2957.5,4000,2012-01-30,173.71,2012
36,Completed,0.17359,0.1449,B,Motorcycle,VA,Civil Service,Employed,"$1-24,999",1333.333333,4000,2012-01-30,137.66,2012
36,Completed,0.08829,0.0749,AA,Debt Consolidation,MS,Professional,Employed,"$100,000+",8625.0,15500,2012-08-09,482.08,2012
36,non-remittance,0.20504,0.1829,HR,Debt Consolidation,MI,Civil Service,Full-time,"$25,000-49,999",3066.666667,5000,2009-11-30,181.49,2009
36,Completed,0.11195,0.091,A,Other,NC,Military Enlisted,Part-time,"$1-24,999",1583.333333,2500,2010-04-01,79.62,2010
12,Completed,0.28918,0.19,D,Other,FL,Truck Driver,Employed,"$75,000-99,999",7750.0,2500,2011-12-20,230.39,2011
36,Completed,0.35797,0.3177,HR,Medical/Dental,IL,Computer Programmer,Self-employed,"$100,000+",25000.0,4000,2012-09-07,173.71,2012
36,Completed,0.22872,0.1949,C,Debt Consolidation,NC,Professional,Employed,"$100,000+",8333.333333,15000,2011-04-26,553.56,2011
60,Completed,0.20358,0.1845,B,Business,MI,Other,Employed,"$25,000-49,999",3708.333333,10000,2012-02-21,256.39,2012
60,non-remittance,0.27462,0.2489,C,Wedding Loans,NJ,Laborer,Employed,"$25,000-49,999",2523.75,15000,2012-06-04,439.3,2012
36,Completed,0.37453,0.35,HR,Auto,GA,Professional,Full-time,"$100,000+",9166.666667,3500,2010-06-15,158.33,2010
60,Completed,0.14341,0.1208,AA,Debt Consolidation,MO,Analyst,Employed,"$100,000+",10416.666667,15500,2012-08-28,345.42,2012
60,Completed,0.22283,0.1984,C,Home Improvement,NY,Teacher,Employed,"$100,000+",8919.083333,15000,2013-05-10,396.07,2013
36,Completed,0.24758,0.2099,C,Home Improvement,KY,Retail Management,Employed,"$100,000+",16666.666667,11000,2012-06-29,414.37,2012
36,Completed,0.31463,0.275,D,Auto,FL,Tradesman - Mechanic,Employed,"$75,000-99,999",6666.666667,1500,2010-08-11,61.64,2010
36,non-remittance,0.17359,0.1449,B,Debt Consolidation,VA,Other,Employed,"$50,000-74,999",5335.166667,15000,2012-01-27,516.24,2012
36,Completed,0.22712,0.1899,C,Debt Consolidation,NC,Scientist,Employed,"$25,000-49,999",3750.0,8000,2013-08-19,293.21,2013
36,Completed,0.10846,0.105,AA,Home Improvement,AK,Accountant/CPA,Full-time,"$100,000+",15833.333333,12000,2009-10-28,390.03,2009
60,non-remittance,0.25451,0.2293,C,Debt Consolidation,NJ,Other,Employed,"$50,000-74,999",5000.0,10000,2012-08-06,281.5,2012
36,non-remittance,0.38058,0.3435,E,Debt Consolidation,NC,Food Service Management,Employed,"$25,000-49,999",2200.0,7500,2010-11-26,336.52,2010
12,Completed,0.06589,0.0565,AA,Other,TX,Other,Employed,"$50,000-74,999",4583.333333,5500,2012-04-30,472.48,2012
60,Completed,0.09766,0.0955,AA,Debt Consolidation,NY,Executive,Employed,"$100,000+",11250.0,20000,2011-02-18,420.53,2011
36,Completed,0.17359,0.1449,B,Household Expenses,MI,Accountant/CPA,Self-employed,"$25,000-49,999",3166.666667,5000,2012-03-26,172.08,2012
60,non-remittance,0.35838,0.3304,E,Home Improvement,OH,Professional,Employed,"$100,000+",10000.0,4000,2012-04-17,136.98,2012
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,PA,Attorney,Employed,"$75,000-99,999",7666.666667,4000,2012-08-29,173.71,2012
36,Completed,0.2951,0.2599,D,Debt Consolidation,NY,Engineer - Chemical,Employed,"$50,000-74,999",5333.333333,2500,2011-03-14,100.71,2011
60,Completed,0.31375,0.287,D,Debt Consolidation,IL,Administrative Assistant,Employed,"$50,000-74,999",4583.333333,15000,2012-04-10,473.39,2012
60,Completed,0.22693,0.2024,B,Debt Consolidation,VA,Professional,Employed,"$50,000-74,999",5000.0,14400,2013-01-30,383.44,2013
36,Completed,0.40679,0.3435,E,Debt Consolidation,LA,Clerical,Employed,"$25,000-49,999",4162.083333,1000,2010-11-04,0.0,2010
12,Completed,0.15493,0.097,A,Debt Consolidation,GA,Executive,Employed,"$100,000+",18666.666667,7500,2011-05-10,658.32,2011
60,non-remittance,0.29464,0.2684,D,Debt Consolidation,OK,Retail Management,Employed,"$25,000-49,999",3000.0,7500,2012-09-07,228.3,2012
12,Completed,0.06589,0.0565,AA,Debt Consolidation,MD,Professional,Employed,"$100,000+",12500.0,20000,2012-10-02,1718.11,2012
60,Completed,0.27462,0.2489,C,Debt Consolidation,TN,Other,Employed,"$25,000-49,999",2291.666667,10500,2012-06-06,307.51,2012
